document_id	entity_type	entity_text	entity_span
23940402_ru	FINDING	превысило нормативные значения	1051-1081
23940404_ru	DISO	проблемы с печенью	826-844
23940404_ru	INJURY_POISONING	пневмоторакса	1124-1137
23940404_ru	INJURY_POISONING	ожогов	1140-1146
23940404_ru	FINDING	неблагоприятные явления	17-40
23940404_ru	FINDING	неблагоприятных явлений	141-164
23940404_ru	FINDING	неблагоприятных явлениях	634-658
23940404_ru	ANATOMY	печенью	837-844
23940404_ru	FINDING	побочных эффектов	860-877
23940404_ru	DISO	инфекционных заболеваний	1090-1114
23940404_ru	FINDING	неблагоприятных явлений	1335-1358
23940404_ru	FINDING	нежелательные последствия	1373-1398
23940404_ru	INJURY_POISONING	несчастных случаях медицинского характера	524-565
23940407_ru	DISO	депрессии	612-621
23940407_ru	DISO	депрессии	1182-1191
23940407_ru	PHYS	здоровье	122-130
23940407_ru	PHYS	беременных	444-454
23940407_ru	PHYS	родивших	467-475
23940407_ru	DISO	общих перинатальных психических расстройств	536-579
23940407_ru	DISO	беспокойства	626-638
23940407_ru	PHYS	здоровья	702-710
23940407_ru	PHYS	роста	712-717
23940407_ru	DISO	материнской депрессии	1170-1191
23940407_ru	DISO	диареи	1448-1454
23940407_ru	PHYS	иммунизации.	1476-1488
23940407_ru	DISO	ОППР	1547-1551
23940407_ru	PHYS	перинатальный период	80-100
23940407_ru	DISO	послеродовой депрессии	599-621
23940407_ru	DISO	ОППР	581-585
23940407_ru	PHYS	рост	1413-1417
23940407_ru	FINDING	бремя ОППР	1541-1551
23940407_ru	PHYS	рост	132-136
23940407_ru	DISO	психических расстройств	556-579
23940407_ru	DISO	перинатальных психических расстройств	542-579
23940407_ru	FINDING	эффективность вмешательств	8-34
23940409_ru	PHYS	грудного вскармливания	215-237
23940409_ru	FINDING	смертности	301-311
23940409_ru	PHYS	грудного вскармливания	613-635
23940409_ru	PHYS	искусственном вскармливании	651-678
23940409_ru	PHYS	грудном вскармливании	1371-1392
23940409_ru	PHYS	грудное вскармливание	1465-1486
23940409_ru	PHYS	грудное вскармливание	1594-1615
23940409_ru	PHYS	грудного вскармливания	1764-1786
23940409_ru	PHYS	смешанном вскармливании	1408-1431
23940409_ru	PHYS	беременных	1254-1264
23940409_ru	ANATOMY	грудного	215-223
23940409_ru	ANATOMY	грудного	613-621
23940409_ru	ANATOMY	грудном	1371-1378
23940409_ru	ANATOMY	грудное	1465-1472
23940409_ru	ANATOMY	грудное	1594-1601
23940409_ru	ANATOMY	грудного	1764-1772
23940409_ru	FINDING	увеличению заболеваемости	249-274
23940409_ru	FINDING	прерывание практик грудного вскармливани	196-236
23940409_ru	ANATOMY	грудных	312-319
23940409_ru	ANATOMY	грудными	1229-1237
23940409_ru	FINDING	сохранения практик грудного вскармливания	1745-1786
24052677_ru	DISO	ВИЧ инфекции	82-94
24052677_ru	DISO	ВИЧ инфекции	1655-1667
24052677_ru	DISO	инфекции	86-94
24052677_ru	LABPROC	анализа на ВИЧ	474-488
24052677_ru	LABPROC	анализа на ВИЧ	500-514
24052677_ru	ANATOMY	CD4+	554-558
24052677_ru	ANATOMY	Т-лимфоцитов	559-571
24052677_ru	ANATOMY	клеток	578-584
24052677_ru	CHEM	антиретровирусными препаратами	610-640
24052677_ru	PHYS	родов	739-744
24052677_ru	LABPROC	анализов на ВИЧ	1350-1365
24052677_ru	DISO	инфекции	1659-1667
24052677_ru	ANATOMY	CD4+ клеток	573-584
24052680_ru	DISO	сахарным диабетом 1-го типа	65-92
24052680_ru	DISO	T1DM	94-98
24052680_ru	DISO	диабетом	617-625
24052680_ru	DEVICE	дозаторов	723-732
24052680_ru	CHEM	инсулина	733-741
24052680_ru	DEVICE	шприцев	786-793
24052680_ru	PHYS	уровня глюкозы в крови	830-852
24052680_ru	CHEM	глюкозы	1419-1426
24052680_ru	ANATOMY	крови	1429-1434
24052680_ru	DISO	T1DM	1985-1989
24052680_ru	DISO	T1DM	1863-1867
24052680_ru	CHEM	инсулина	1467-1475
24052680_ru	DISO	сахарным диабетом	65-82
24052680_ru	DISO	диабетом	74-82
24052680_ru	DEVICE	дозаторов инсулина	723-741
24052680_ru	DEVICE	игл	796-799
24052680_ru	LABPROC	самостоятельного контроля уровня глюкозы в крови	804-852
24052680_ru	LABPROC	SMBG	854-858
24052680_ru	CHEM	глюкозы	837-844
24052680_ru	ANATOMY	крови	847-852
24052680_ru	LABPROC	самостоятельный контроль уровня глюкозы в крови	1387-1434
24052680_ru	LABPROC	контроля уровня глюкозы в крови	821-852
24052680_ru	DISO	T1DM	450-454
24052680_ru	FINDING	Средняя продолжительность заболевания диабетом	579-625
24052680_ru	PHYS	уровня глюкозы	1412-1426
24052680_ru	LABPROC	контроль уровня глюкозы в крови	1403-1434
24052682_ru	DISO	заболеваниями сердца	1545-1565
24052682_ru	DISO	астмой	1576-1582
24052682_ru	DISO	тифом	1584-1589
24052682_ru	DISO	неинфекционные заболевания.	1202-1229
24052682_ru	ANATOMY	печени,	1568-1575
24052682_ru	ANATOMY	сердц	1559-1564
24052682_ru	FINDING	высокий уровень заболеваний	1811-1838
24052682_ru	DISO	тропические инфекции	1179-1199
24052682_ru	DISO	инфекции	1191-1199
24052682_ru	PHYS	уровень заболеваний	1819-1838
24052682_ru	DISO	заболеваниями печени	1545-1574
24101779_ru	PHYS	смерти	572-578
24101779_ru	DISO	заболеваний сердечно-сосудистой системы	1272-1311
24101779_ru	DISO	неинфекционных заболеваний	1690-1716
24101779_ru	FINDING	смертности	25-35
24101779_ru	PHYS	смерти	443-449
24101779_ru	FINDING	смертности	542-552
24101779_ru	FINDING	смертности	676-686
24101779_ru	DISO	заболевания сердечно-сосудистой системы	717-756
24101779_ru	DISO	рак	759-762
24101779_ru	PHYS	смертей	799-806
24101779_ru	FINDING	смертность	808-818
24101779_ru	DISO	заболеваний сердечно-сосудистой системы	822-861
24101779_ru	ANATOMY	сердечно-сосудистой системы	834-861
24101779_ru	FINDING	смертность	1093-1103
24101779_ru	PHYS	старения	1188-1196
24101779_ru	ANATOMY	сердечно-сосудистой системы	1284-1311
24101779_ru	PHYS	материнской смертности	1469-1491
24101779_ru	FINDING	смертности	1676-1686
24101779_ru	FINDING	вероятной средней продолжительности жизни	982-1023
24101779_ru	FINDING	продолжительности жизни	1000-1023
24101779_ru	ANATOMY	сердечно	1284-1292
24101779_ru	ANATOMY	сосудистой	1293-1303
24101779_ru	ANATOMY	сердечно-сосудистой системы	729-756
24101779_ru	ANATOMY	сердечно	729-737
24101779_ru	ANATOMY	сосудистой	738-748
24101779_ru	PHYS	смертях	323-330
24101779_ru	FINDING	средней продолжительности жизни	341-372
24101779_ru	FINDING	продолжительности жизни	349-372
24101779_ru	ANATOMY	сердечно	834-842
24101779_ru	ANATOMY	сосудистой	843-853
24101779_ru	DISO	рака	884-888
24101779_ru	PHYS	старения населения	1188-1206
24101779_ru	PHYS	смерти	1332-1338
24101779_ru	PHYS	старения	1422-1430
24101779_ru	PHYS	старения населения	1422-1440
24101779_ru	PHYS	детской смертности	1459-1491
24101779_ru	PHYS	пожилых	583-590
24101779_ru	PHYS	пожилых	1104-1111
24101779_ru	DISO	неинфекционных заболеваний	1235-1261
24101779_ru	DISO	рака	1314-1318
24101779_ru	PHYS	пожилых	693-700
24101779_ru	PHYS	пожилых	905-912
24101779_ru	FINDING	увеличению вероятной средней продолжительности жизни	971-1023
24101779_ru	FINDING	увеличения старения населения	1177-1206
24101779_ru	FINDING	снижают уровень смертности	1660-1686
24101780_ru	DISO	рака	116-120
24101780_ru	DISO	рака	135-139
24101780_ru	DISO	неинфекционными заболеваниями	804-833
24101780_ru	DISO	рака	893-897
24101780_ru	DISO	рака	1035-1039
24101780_ru	DISO	рака	1232-1236
24101780_ru	DISO	рака	1309-1313
24101780_ru	DISO	рака	1556-1560
24101780_ru	DISO	рака	1579-1583
24101780_ru	DISO	рака	1736-1740
24101780_ru	DISO	рака	1759-1763
24101780_ru	DISO	рака шейки матки	1759-1775
24101780_ru	DISO	рака	1850-1854
24101780_ru	FINDING	смертности	221-231
24101780_ru	DISO	раке	322-326
24101780_ru	ANATOMY	шейки матки	327-338
24101780_ru	DISO	раке молочной железы	341-361
24101780_ru	FINDING	смертности от рака молочной железы	879-913
24101780_ru	FINDING	смертности от рака шейки матки	1021-1051
24101780_ru	FINDING	смертности	1181-1191
24101780_ru	DISO	рака	1207-1211
24101780_ru	FINDING	смертность от рака шейки матки	1218-1248
24101780_ru	FINDING	смертности от рака молочной железы	1295-1329
24101780_ru	DISO	рака шейки матки.	1579-1596
24101780_ru	ANATOMY	матки	127-132
24101780_ru	ANATOMY	шейки матки	121-132
24101780_ru	DISO	рака шейки матки	116-132
24101780_ru	ANATOMY	молочной железы	140-155
24101780_ru	DISO	рака молочной железы	135-155
24101780_ru	ANATOMY	матки	333-338
24101780_ru	DISO	раке шейки матки	322-338
24101780_ru	DISO	раке	341-345
24101780_ru	ANATOMY	молочной железы	346-361
24101780_ru	FINDING	смертности	539-549
24101780_ru	FINDING	смертности	679-689
24101780_ru	ANATOMY	молочной железы	898-913
24101780_ru	ANATOMY	железы	907-913
24101780_ru	ANATOMY	железы	149-155
24101780_ru	ANATOMY	железы	355-361
24101780_ru	DISO	рака молочной железы	893-913
24101780_ru	ANATOMY	шейки матки	1040-1051
24101780_ru	ANATOMY	матки	1046-1051
24101780_ru	DISO	рака шейки матки	1035-1051
24101780_ru	ANATOMY	шейки матки	1237-1248
24101780_ru	ANATOMY	матки	1243-1248
24101780_ru	ANATOMY	молочной железы	1561-1576
24101780_ru	ANATOMY	железы	1570-1576
24101780_ru	DISO	рака молочной железы	1556-1576
24101780_ru	ANATOMY	шейки матки	1584-1595
24101780_ru	ANATOMY	матки	1590-1595
24101780_ru	DISO	рака молочной железы	1736-1756
24101780_ru	ANATOMY	молочной железы	1741-1756
24101780_ru	ANATOMY	железы	1750-1756
24101780_ru	ANATOMY	шейки матки	1764-1775
24101780_ru	ANATOMY	матки	1770-1775
24101780_ru	DISO	рака молочной железы	1309-1329
