document_id	relation	head_text	head_span	head_type	tail_text	tail_span	tail_type
23940402_ru	HAS_CAUSE	превысило нормативные значения	1051-1081	FINDING	кадмия	1008-1014	CHEM
23940402_ru	HAS_CAUSE	превысило нормативные значения	1051-1081	FINDING	кобальта	1016-1024	CHEM
23940402_ru	HAS_CAUSE	превысило нормативные значения	1051-1081	FINDING	марганца	1033-1041	CHEM
23940402_ru	HAS_CAUSE	превысило нормативные значения	1051-1081	FINDING	свинца	1044-1050	CHEM
23940404_ru	ALTERNATIVE_NAME	неблагоприятных явлений	1335-1358	FINDING	нежелательные последствия	1373-1398	FINDING
23940404_ru	AFFECTS	проблемы с печенью	826-844	DISO	печенью	837-844	ANATOMY
23940407_ru	ABBREVIATION	общих перинатальных психических расстройств	536-579	DISO	ОППР	581-585	DISO
23940407_ru	SUBCLASS_OF	материнской депрессии	1170-1191	DISO	депрессии	1182-1191	DISO
23940407_ru	SUBCLASS_OF	перинатальных психических расстройств	542-579	DISO	психических расстройств	556-579	DISO
23940407_ru	SUBCLASS_OF	общих перинатальных психических расстройств	536-579	DISO	перинатальных психических расстройств	542-579	DISO
23940407_ru	SUBCLASS_OF	послеродовой депрессии	599-621	DISO	депрессии	612-621	DISO
23940407_ru	SUBCLASS_OF	послеродовой депрессии	599-621	DISO	общих перинатальных психических расстройств	536-579	DISO
23940407_ru	SUBCLASS_OF	беспокойства	626-638	DISO	общих перинатальных психических расстройств	536-579	DISO
23940407_ru	HAS_CAUSE	бремя ОППР	1541-1551	FINDING	ОППР	1547-1551	DISO
23940409_ru	PHYSIOLOGY_OF	грудного вскармливания	215-237	PHYS	грудного	215-223	ANATOMY
23940409_ru	FINDING_OF	прерывание практик грудного вскармливани	196-236	FINDING	грудного вскармливания	215-237	PHYS
23940409_ru	HAS_CAUSE	увеличению заболеваемости	249-274	FINDING	прерывание практик грудного вскармливани	196-236	FINDING
23940409_ru	HAS_CAUSE	смертности	301-311	FINDING	прерывание практик грудного вскармливани	196-236	FINDING
23940409_ru	PHYSIOLOGY_OF	грудном вскармливании	1371-1392	PHYS	грудном	1371-1378	ANATOMY
23940409_ru	PHYSIOLOGY_OF	грудное вскармливание	1465-1486	PHYS	грудное	1465-1472	ANATOMY
23940409_ru	PHYSIOLOGY_OF	грудного вскармливания	613-635	PHYS	грудного	613-621	ANATOMY
23940409_ru	PHYSIOLOGY_OF	грудное вскармливание	1594-1615	PHYS	грудное	1594-1601	ANATOMY
23940409_ru	PHYSIOLOGY_OF	грудного вскармливания	1764-1786	PHYS	грудного	1764-1772	ANATOMY
23940409_ru	FINDING_OF	сохранения практик грудного вскармливания	1745-1786	FINDING	грудного вскармливания	1764-1786	PHYS
24052677_ru	SUBCLASS_OF	ВИЧ инфекции	1655-1667	DISO	инфекции	1659-1667	DISO
24052677_ru	SUBCLASS_OF	CD4+	554-558	ANATOMY	Т-лимфоцитов	559-571	ANATOMY
24052677_ru	SUBCLASS_OF	CD4+ клеток	573-584	ANATOMY	клеток	578-584	ANATOMY
24052677_ru	ALTERNATIVE_NAME	CD4+	554-558	ANATOMY	CD4+ клеток	573-584	ANATOMY
24052677_ru	SUBCLASS_OF	ВИЧ инфекции	82-94	DISO	инфекции	86-94	DISO
24052680_ru	ABBREVIATION	сахарным диабетом 1-го типа	65-92	DISO	T1DM	94-98	DISO
24052680_ru	ABBREVIATION	самостоятельного контроля уровня глюкозы в крови	804-852	LABPROC	SMBG	854-858	LABPROC
24052680_ru	SUBCLASS_OF	сахарным диабетом 1-го типа	65-92	DISO	сахарным диабетом	65-82	DISO
24052680_ru	SUBCLASS_OF	дозаторов инсулина	723-741	DEVICE	дозаторов	723-732	DEVICE
24052680_ru	ORIGINS_FROM	глюкозы	1419-1426	CHEM	крови	1429-1434	ANATOMY
24052680_ru	TREATED_USING	диабетом	617-625	DISO	инсулина	733-741	CHEM
24052680_ru	SUBCLASS_OF	сахарным диабетом	65-82	DISO	диабетом	74-82	DISO
24052680_ru	USED_IN	игл	796-799	DEVICE	самостоятельного контроля уровня глюкозы в крови	804-852	LABPROC
24052680_ru	USED_IN	шприцев	786-793	DEVICE	самостоятельного контроля уровня глюкозы в крови	804-852	LABPROC
24052680_ru	SUBCLASS_OF	контроля уровня глюкозы в крови	821-852	LABPROC	самостоятельного контроля уровня глюкозы в крови	804-852	LABPROC
24052680_ru	APPLIED_TO	самостоятельный контроль уровня глюкозы в крови	1387-1434	LABPROC	крови	1429-1434	ANATOMY
24052680_ru	TO_DETECT_OR_STUDY	самостоятельный контроль уровня глюкозы в крови	1387-1434	LABPROC	глюкозы	1419-1426	CHEM
24052680_ru	ASSOCIATED_WITH	уровня глюкозы в крови	830-852	PHYS	глюкозы	837-844	CHEM
24052680_ru	PHYSIOLOGY_OF	уровня глюкозы в крови	830-852	PHYS	крови	847-852	ANATOMY
24052680_ru	ORIGINS_FROM	глюкозы	837-844	CHEM	крови	847-852	ANATOMY
24052680_ru	TO_DETECT_OR_STUDY	контроля уровня глюкозы в крови	821-852	LABPROC	уровня глюкозы в крови	830-852	PHYS
24052680_ru	PHYSIOLOGY_OF	уровня глюкозы	1412-1426	PHYS	крови	1429-1434	ANATOMY
24052680_ru	SUBCLASS_OF	самостоятельный контроль уровня глюкозы в крови	1387-1434	LABPROC	контроль уровня глюкозы в крови	1403-1434	LABPROC
24052680_ru	APPLIED_TO	самостоятельного контроля уровня глюкозы в крови	804-852	LABPROC	крови	847-852	ANATOMY
24052680_ru	APPLIED_TO	самостоятельного контроля уровня глюкозы в крови	804-852	LABPROC	уровня глюкозы в крови	830-852	PHYS
24052680_ru	APPLIED_TO	самостоятельный контроль уровня глюкозы в крови	1387-1434	LABPROC	уровня глюкозы	1412-1426	PHYS
24052680_ru	ASSOCIATED_WITH	диабетом	617-625	DISO	Средняя продолжительность заболевания диабетом	579-625	FINDING
24052682_ru	AFFECTS	заболеваниями сердца	1545-1565	DISO	сердц	1559-1564	ANATOMY
24052682_ru	AFFECTS	заболеваниями сердца	1545-1565	DISO	печени,	1568-1575	ANATOMY
24052682_ru	SUBCLASS_OF	тропические инфекции	1179-1199	DISO	инфекции	1191-1199	DISO
24052682_ru	FINDING_OF	высокий уровень заболеваний	1811-1838	FINDING	уровень заболеваний	1819-1838	PHYS
24052682_ru	HAS_CAUSE	высокий уровень заболеваний	1811-1838	FINDING	заболеваниями сердца	1545-1565	DISO
24052682_ru	HAS_CAUSE	высокий уровень заболеваний	1811-1838	FINDING	астмой	1576-1582	DISO
24052682_ru	HAS_CAUSE	высокий уровень заболеваний	1811-1838	FINDING	тифом	1584-1589	DISO
24052682_ru	AFFECTS	заболеваниями печени	1545-1574	DISO	печени,	1568-1575	ANATOMY
24101779_ru	SUBCLASS_OF	заболеваний сердечно-сосудистой системы	1272-1311	DISO	неинфекционных заболеваний	1235-1261	DISO
24101779_ru	SUBCLASS_OF	рака	1314-1318	DISO	неинфекционных заболеваний	1235-1261	DISO
24101779_ru	PART_OF	сосудистой	738-748	ANATOMY	сердечно-сосудистой системы	729-756	ANATOMY
24101779_ru	PART_OF	сердечно	729-737	ANATOMY	сердечно-сосудистой системы	729-756	ANATOMY
24101779_ru	AFFECTS	заболевания сердечно-сосудистой системы	717-756	DISO	сердечно-сосудистой системы	729-756	ANATOMY
24101779_ru	HAS_CAUSE	смертности	676-686	FINDING	заболевания сердечно-сосудистой системы	717-756	DISO
24101779_ru	HAS_CAUSE	смертности	676-686	FINDING	рак	759-762	DISO
24101779_ru	PART_OF	сердечно	834-842	ANATOMY	сердечно-сосудистой системы	834-861	ANATOMY
24101779_ru	PART_OF	сосудистой	843-853	ANATOMY	сердечно-сосудистой системы	834-861	ANATOMY
24101779_ru	AFFECTS	заболеваний сердечно-сосудистой системы	822-861	DISO	сердечно-сосудистой системы	834-861	ANATOMY
24101779_ru	HAS_CAUSE	смертность	808-818	FINDING	заболеваний сердечно-сосудистой системы	822-861	DISO
24101779_ru	HAS_CAUSE	смертей	799-806	PHYS	заболеваний сердечно-сосудистой системы	822-861	DISO
24101779_ru	HAS_CAUSE	смертность	808-818	FINDING	рака	884-888	DISO
24101779_ru	HAS_CAUSE	смертей	799-806	PHYS	рака	884-888	DISO
24101779_ru	PART_OF	сердечно	1284-1292	ANATOMY	сердечно-сосудистой системы	1284-1311	ANATOMY
24101779_ru	PART_OF	сосудистой	1293-1303	ANATOMY	сердечно-сосудистой системы	1284-1311	ANATOMY
24101779_ru	AFFECTS	заболеваний сердечно-сосудистой системы	1272-1311	DISO	сердечно-сосудистой системы	1284-1311	ANATOMY
24101779_ru	HAS_CAUSE	смертности	1676-1686	FINDING	неинфекционных заболеваний	1690-1716	DISO
24101779_ru	SUBCLASS_OF	средней продолжительности жизни	341-372	FINDING	продолжительности жизни	349-372	FINDING
24101779_ru	FINDING_OF	смертности	542-552	FINDING	смерти	572-578	PHYS
24101779_ru	ASSOCIATED_WITH	заболевания сердечно-сосудистой системы	717-756	DISO	смертности	676-686	FINDING
24101779_ru	FINDING_OF	смертность	808-818	FINDING	смертей	799-806	PHYS
24101779_ru	FINDING_OF	увеличения старения населения	1177-1206	FINDING	старения населения	1188-1206	PHYS
24101780_ru	PART_OF	шейки матки	121-132	ANATOMY	матки	127-132	ANATOMY
24101780_ru	SUBCLASS_OF	молочной железы	140-155	ANATOMY	железы	149-155	ANATOMY
24101780_ru	SUBCLASS_OF	рака молочной железы	135-155	DISO	рака	135-139	DISO
24101780_ru	SUBCLASS_OF	рака шейки матки	116-132	DISO	рака	116-120	DISO
24101780_ru	PART_OF	шейки матки	327-338	ANATOMY	матки	333-338	ANATOMY
24101780_ru	AFFECTS	рака шейки матки	116-132	DISO	шейки матки	121-132	ANATOMY
24101780_ru	AFFECTS	рака молочной железы	135-155	DISO	молочной железы	140-155	ANATOMY
24101780_ru	AFFECTS	раке шейки матки	322-338	DISO	шейки матки	327-338	ANATOMY
24101780_ru	SUBCLASS_OF	раке шейки матки	322-338	DISO	раке	322-326	DISO
24101780_ru	SUBCLASS_OF	молочной железы	346-361	ANATOMY	железы	355-361	ANATOMY
24101780_ru	SUBCLASS_OF	раке молочной железы	341-361	DISO	раке	341-345	DISO
24101780_ru	PART_OF	шейки матки	1040-1051	ANATOMY	матки	1046-1051	ANATOMY
24101780_ru	SUBCLASS_OF	рака шейки матки	1035-1051	DISO	рака	1035-1039	DISO
24101780_ru	AFFECTS	рака шейки матки	1035-1051	DISO	шейки матки	1040-1051	ANATOMY
24101780_ru	SUBCLASS_OF	рака молочной железы	893-913	DISO	рака	893-897	DISO
24101780_ru	AFFECTS	рака молочной железы	893-913	DISO	молочной железы	898-913	ANATOMY
24101780_ru	SUBCLASS_OF	молочной железы	898-913	ANATOMY	железы	907-913	ANATOMY
24101780_ru	SUBCLASS_OF	рака шейки матки	1232-1248	DISO	рака	1232-1236	DISO
24101780_ru	PART_OF	шейки матки	1237-1248	ANATOMY	матки	1243-1248	ANATOMY
24101780_ru	AFFECTS	рака шейки матки	1232-1248	DISO	шейки матки	1237-1248	ANATOMY
24101780_ru	SUBCLASS_OF	молочной железы	1314-1329	ANATOMY	железы	1323-1329	ANATOMY
24101780_ru	AFFECTS	рака молочной железы	1309-1329	DISO	молочной железы	1314-1329	ANATOMY
24101780_ru	SUBCLASS_OF	рака молочной железы	1309-1329	DISO	рака	1309-1313	DISO
24101780_ru	SUBCLASS_OF	молочной железы	1561-1576	ANATOMY	железы	1570-1576	ANATOMY
24101780_ru	AFFECTS	рака молочной железы	1556-1576	DISO	молочной железы	1561-1576	ANATOMY
24101780_ru	SUBCLASS_OF	рака молочной железы	1556-1576	DISO	рака	1556-1560	DISO
