document_id	text	entity_type	spans	UMLS_CUI
24101786_ru	шейки матки	ANATOMY	1341-1352	C0007874
24101786_ru	шейки матки	ANATOMY	1618-1629	C0007874
24101786_ru	инфекционными заболеваниями	DISO	761-788	C0009450
24101786_ru	шейки матки	ANATOMY	81-92	C0007874
24101786_ru	матки	ANATOMY	1347-1352	C0042149
24101786_ru	шейки матки	ANATOMY	2075-2086	C0007874
24101786_ru	матки	ANATOMY	464-469	C0042149
24101786_ru	кислоты	CHEM	1376-1383	C0001128
24115799_ru	сердечно	ANATOMY	1127-1135	C0018787
24115799_ru	онкологических заболеваний	DISO	1061-1087	C0006826
24115799_ru	сердечно-сосудистых	DISO	1127-1146	C0007222
24115799_ru	сосудистых	ANATOMY	1136-1146	C0005847
24115799_ru	табака	CHEM	597-603	C0086707
24115799_ru	респираторных	DISO	1112-1125	C0035204
24347732_ru	туберкулезом	DISO	149-161	C0041296
24347732_ru	туберкулеза	DISO	523-534	C0041296
24347732_ru	изониазидом	CHEM	1482-1493	C0022209
24347732_ru	изониазидом	CHEM	568-579	C0022209
24347732_ru	туберкулеза	DISO	623-634	C0041296
24347732_ru	легочной	ANATOMY	248-256	C0024109
24391296_ru	гипертензии	DISO	32-43	C0020538
24391296_ru	антигипертензивных препаратов	CHEM	542-571	C0003364
24391296_ru	гипертензии	DISO	1616-1627	C0020538
24391296_ru	гипертензией	DISO	1716-1728	C0020538
24391296_ru	гипертензии	DISO	348-359	C0020538
24391296_ru	артериальное	ANATOMY	489-501	C0003842
24391296_ru	гипертензии	DISO	833-844	C0020538
24391296_ru	гипертензии	DISO	1853-1864	C0020538
24391296_ru	антигипертензиивными препаратами	CHEM	374-406	C0003364
24391296_ru	неинфекционных заболеваний	DISO	1933-1959	C4505065
24391296_ru	гипертензии	DISO	457-468	C0020538
24391296_ru	гипертензией	DISO	591-603	C0020538
24391296_ru	артериального	ANATOMY	302-315	C0003842
24391296_ru	гипертензиией	DISO	1205-1218	C0020538
24391298_ru	гипертензией	DISO	783-795	C0020538
24391298_ru	гипертензии	DISO	1407-1418	C0020538
24391298_ru	гипертензии	DISO	1678-1689	C0020538
24391298_ru	гипертензией	DISO	995-1007	C0020538
24391298_ru	гипертензивные расстройства	DISO	664-691	C0020538
24391298_ru	гипертензией	DISO	408-420	C0020538
24391298_ru	гипертензии	DISO	75-86	C0020538
24391298_ru	гипертензии	DISO	1564-1575	C0020538
24391298_ru	гипертензии	DISO	1128-1139	C0020538
24391298_ru	гипертензию	DISO	513-524	C0020538
24391298_ru	гипертензии	DISO	372-383	C0020538
24391299_ru	кости	ANATOMY	1811-1816	C0262950
24391299_ru	изолированным переломом	DISO	259-282	CUILESS
24391299_ru	перелома	DISO	76-84	C0016658
24391299_ru	бедра	ANATOMY	283-288	C0039866
24391299_ru	бедренной	ANATOMY	1801-1810	C0039866
24391299_ru	бедренный	ANATOMY	1040-1049	C0039866
24391299_ru	бедренной	ANATOMY	85-94	C0039866
24391299_ru	переломом	DISO	273-282	C0016658
24391299_ru	перелома бедренной кости	DISO	1792-1816	C0015802
24391299_ru	перелома	DISO	1792-1800	C0016658
24391299_ru	бедренной кости	ANATOMY	1801-1816	C0015811
24391299_ru	сустав	ANATOMY	1050-1056	C0022417
24391299_ru	бедренный сустав	ANATOMY	1040-1056	CUILESS
24391299_ru	кости	ANATOMY	95-100	C0262950
24391299_ru	бедренной кости	ANATOMY	85-100	C0015811
24623906_ru	туберкулезом легких	DISO	760-779	C0041327
24623906_ru	туберкулезом легких	DISO	134-153	C0041327
24623906_ru	легких	ANATOMY	773-779	C0024109
24623906_ru	легких	ANATOMY	147-153	C0024109
24623906_ru	туберкулезом легких	DISO	1525-1544	C0041327
24623906_ru	туберкулезом	DISO	2338-2350	C0041296
24623906_ru	туберкулеза	DISO	550-561	C0041296
24623906_ru	туберкулезом	DISO	1525-1537	C0041296
24623906_ru	туберкулезом	DISO	760-772	C0041296
24623906_ru	туберкулезом	DISO	2537-2549	C0041296
24623906_ru	туберкулеза	DISO	880-891	C0041296
24623906_ru	туберкулезом	DISO	134-146	C0041296
24623906_ru	легких	ANATOMY	1538-1544	C0024109
24623906_ru	туберкулезом	DISO	438-450	C0041296
24700980_ru	диабет	DISO	1698-1704	C0011849
24700980_ru	преддиабетного состояния	DISO	600-624	C0362046
24700980_ru	крови	ANATOMY	284-289	C0005767
24700980_ru	тела	ANATOMY	1518-1522	C0242821
24700980_ru	артериальном	ANATOMY	243-255	C0003842
24700980_ru	преддиабетного состояния	DISO	837-861	C0362046
24700980_ru	диабета	DISO	590-597	C0011849
24700980_ru	диабетом	DISO	1068-1076	C0011849
24700980_ru	преддиабетного состояния	DISO	46-70	C0362046
24700980_ru	диабетом	DISO	1196-1204	C0011849
24700980_ru	диабетом	DISO	1311-1319	C0011849
24700980_ru	диабетом	DISO	1846-1854	C0011849
24700980_ru	диабета	DISO	1566-1573	C0011849
24700980_ru	глюкозы	CHEM	274-281	C0337438
24700980_ru	диабета	DISO	976-983	C0011849
24700980_ru	гипертензии	DISO	1534-1545	C0020538
24700980_ru	диабета	DISO	827-834	C0011849
24700980_ru	диабетом	DISO	1437-1445	C0011849
24700980_ru	диабета	DISO	36-43	C0011849
24700982_ru	Полиомиелит	DISO	10-21	C0032371
24700982_ru	полиомиелитом	DISO	993-1006	C0032371
24700982_ru	полиомиелитную вакцину	CHEM	608-630	C0032374
24700982_ru	оральную полиомиелитную вакцину	CHEM	599-630	C0032375
24700982_ru	полиомиелита	DISO	209-221	C0032371
24700982_ru	полиомиелитную	DISO	608-622	C0032371
24700982_ru	вакцину	CHEM	623-630	C0042210
24700991_ru	вакцину	CHEM	1781-1788	C0042210
24700991_ru	ротавирусных антител IgA	CHEM	930-954	C3476459
24700991_ru	грудное	ANATOMY	456-463	C0006141
24700991_ru	вакцины	CHEM	855-862	C0042210
24700991_ru	антител IgA	CHEM	686-697	C0019683
24700991_ru	анти-ротавирусных IgA	CHEM	1336-1357	C3476459
24700991_ru	сыворотки	ANATOMY	722-731	C0229671
24700991_ru	IgA	CHEM	1354-1357	C0019683
24700991_ru	антиротавирусных антител класса IgA	CHEM	1179-1214	C3476459
24700991_ru	иммунодефицита	DISO	290-304	C0021051
24700991_ru	грудного	ANATOMY	40-48	C0006141
24700991_ru	IgA	CHEM	951-954	C0019683
24700991_ru	антител	CHEM	1196-1203	C0003241
24700991_ru	сыворотке	ANATOMY	1360-1369	C0229671
24700991_ru	вакцины	CHEM	133-140	C0042210
24700991_ru	антител класса IgA	CHEM	1196-1214	CUILESS
24700991_ru	IgA	CHEM	1211-1214	C0019683
24700991_ru	иммунодефицита человека	DISO	290-313	C0019693
24700991_ru	вакцины	CHEM	573-580	C0042210
24700991_ru	ротавирусной вакцины	CHEM	560-580	C0597418
24700991_ru	сыворотки	ANATOMY	770-779	C0229671
24700991_ru	ротавирусной вакцины	CHEM	120-140	C0597418
24700991_ru	грудного	ANATOMY	1628-1636	C0006141
24700991_ru	антител IgA	CHEM	943-954	C0019683
24700991_ru	грудное	ANATOMY	645-652	C0006141
24700991_ru	IgA	CHEM	694-697	C0019683
24700991_ru	вакцины	CHEM	1289-1296	C0042210
24700991_ru	вакцины	CHEM	1709-1716	C0042210
24700991_ru	вакцину против ротавируса	CHEM	1781-1806	C0597418
24700993_ru	золота	CHEM	1271-1277	C0018026
24700993_ru	нейротоксина	CHEM	453-465	C0027934
24700993_ru	MeHg	CHEM	1770-1774	C0025794
24700993_ru	MeHg	CHEM	446-450	C0025794
24700993_ru	MeHg	CHEM	48-52	C0025794
24700993_ru	Hg	CHEM	326-328	C0025424
24700993_ru	волосах	ANATOMY	332-339	C0018494
24700993_ru	MeHg	CHEM	1094-1098	C0025794
24700993_ru	крови	ANATOMY	342-347	C0005767
24700993_ru	ртути	CHEM	319-324	C0025424
24700993_ru	метилртути	CHEM	36-46	C0025794
24700993_ru	плод	ANATOMY	219-223	C0015965
24700993_ru	Hg	CHEM	1867-1869	C0025424
24839323_ru	корью	DISO	1109-1114	C0025007
24839323_ru	корью	DISO	172-177	C0025007
24839323_ru	кори	DISO	36-40	C0025007
24839323_ru	корью	DISO	520-525	C0025007
24839323_ru	кори	DISO	1496-1500	C0025007
24839325_ru	ЗТБ	DISO	1924-1927	C2936328
24839325_ru	забытыми тропическими болезнями	DISO	109-140	C2936328
24839325_ru	ЗТБ	DISO	142-145	C2936328
24839325_ru	филяриатозу	DISO	1615-1626	C0016085
24839325_ru	филяриатозу	DISO	658-669	C0016085
24839325_ru	шистосомозу	DISO	1641-1652	C0036323
24839325_ru	инфекция	DISO	917-925	C3714514
24839325_ru	трипаносомозу	DISO	1533-1546	C0041227
24839325_ru	лимфатическому	ANATOMY	1600-1614	C0024235
24839325_ru	лимфатическому	ANATOMY	643-657	C0024235
24839325_ru	лимфатическому филяриатозу	DISO	1600-1626	C0013884
24839325_ru	американскому трипаносомозу	DISO	1519-1546	C0041234
24839325_ru	бешенству	DISO	684-693	C0034494
24839325_ru	язве Бурули	DISO	568-579	C0085568
24839325_ru	африканскому трипаносомозу человека	DISO	822-857	C0041228
24839325_ru	американскому трипаносомозу	DISO	539-566	C0041234
24839325_ru	инфекции	DISO	613-621	C3714514
24839325_ru	инфекций	DISO	1056-1064	C3714514
24839325_ru	лимфатическому филяриатозу	DISO	643-669	C0013884
24839325_ru	шистосомозу	DISO	695-706	C0036323
24839325_ru	трахоме	DISO	711-718	C0040592
24839325_ru	геогельминтная инфекция	DISO	902-925	C0027583
24839325_ru	лейшманиоз	DISO	937-947	C0023281
24839325_ru	лейшманиозу	DISO	1580-1591	C0023281
24839325_ru	лейшманиозу	DISO	623-634	C0023281
24839325_ru	лихорадке денге	DISO	581-596	C0011311
24839325_ru	цистицеркозу	DISO	743-755	C0010678
24839325_ru	трематоде пищевого происхождения	DISO	771-803	CUILESS
24839325_ru	лепре	DISO	1593-1598	C0023343
24839325_ru	лихорадке	DISO	581-590	C0015967
24839325_ru	лепре	DISO	636-641	C0023343
24839325_ru	онхоцеркозу	DISO	1628-1639	C0029001
24839325_ru	эхинококкозу	DISO	757-769	C0013502
24839325_ru	тропическими болезнями	DISO	118-140	C1336827
24839325_ru	онхоцеркозу	DISO	671-682	C0029001
24839325_ru	инфекции	DISO	1352-1360	C3714514
24839325_ru	лихорадке	DISO	1548-1557	C0015967
24839325_ru	геогельминтной инфекции	DISO	598-621	C0027583
24839325_ru	трематоде	DISO	771-780	C0040818
24839325_ru	дракункулезу	DISO	805-817	C0013100
24839325_ru	трахоме	DISO	1657-1664	C0040592
24839325_ru	трипаносомозу	DISO	835-848	C0041227
24839325_ru	вакцин	CHEM	965-971	C0042210
24839325_ru	лихорадке денге	DISO	1548-1563	C0011311
25110374_ru	носоглоточного носительства пневмококковых штаммов	DISO	1737-1787	CUILESS
25110374_ru	носоглоточного	ANATOMY	1737-1751	C0027442
25110374_ru	вакцину	CHEM	551-558	C0042210
25110374_ru	пневмококковой инфекции	DISO	958-981	C0032269
25110374_ru	носоглотки	ANATOMY	1014-1024	C0027442
25110374_ru	носоглоточное	ANATOMY	95-108	C0027442
25110374_ru	конъюгированную вакцину	CHEM	535-558	C0206515
25110374_ru	азитромицину	CHEM	1043-1055	C0052796
25110374_ru	пневмококковую конъюгированную вакцину	CHEM	520-558	C0358314
25110374_ru	азитромицина	CHEM	70-82	C0052796
25110374_ru	трахомы	DISO	412-419	C0040592
25110374_ru	азитромицина	CHEM	377-389	C0052796
25110374_ru	азитромицину	CHEM	1599-1611	C0052796
25110374_ru	азитромицину	CHEM	1804-1816	C0052796
25110374_ru	азитромицина	CHEM	1679-1691	C0052796
25110374_ru	носительства пневмококков	DISO	1108-1133	C1395795
25110374_ru	семивалентную пневмококковую конъюгированную вакцину	CHEM	506-558	C0389545
25110374_ru	Носительство пневмококковой инфекции	DISO	945-981	C1395795
25110374_ru	носоглоточного носительства	DISO	1737-1764	CUILESS
25110374_ru	носоглоточное носительство	DISO	95-121	CUILESS
25110374_ru	носительства	DISO	1449-1461	C0853960
25110374_ru	носительства	DISO	1333-1345	C0853960
25110374_ru	антибиотикам	CHEM	173-185	C0279516
25177072_ru	туберкулеза	DISO	1703-1714	C0041296
25177072_ru	туберкулеза	DISO	47-58	C0041296
25177072_ru	туберкулезу	DISO	378-389	C0041296
25177072_ru	бессимптомного туберкулезом	DISO	1802-1829	CUILESS
25177072_ru	бессимптомных	DISO	2170-2183	C2936329
25177072_ru	туберкулеза	DISO	608-619	C0041296
25177072_ru	туберкулезом	DISO	1817-1829	C0041296
25177072_ru	грудной	ANATOMY	567-574	C0817096
25177072_ru	БК+	DISO	1190-1193	CUILESS
25177072_ru	туберкулеза	DISO	2076-2087	C0041296
25177072_ru	легких	ANATOMY	535-541	C0024109
25177072_ru	легочного	ANATOMY	37-46	C0024109
25177072_ru	активного туберкулеза легких	DISO	513-541	C0151875
25177072_ru	открытой формой	DISO	1173-1188	CUILESS
25177072_ru	туберкулеза	DISO	1901-1912	C0041296
25177072_ru	грудной клетки	ANATOMY	567-581	C0817096
25177072_ru	симптоматического туберкулеза	DISO	1685-1714	CUILESS
25177072_ru	мокроты	ANATOMY	952-959	C0038056
25177072_ru	туберкулеза	DISO	1349-1360	C0041296
25177072_ru	мокроты	ANATOMY	1020-1027	C0038056
25177072_ru	мокроты	ANATOMY	715-722	C0038056
25177072_ru	легочного туберкулеза	DISO	37-58	C0041327
25177072_ru	туберкулеза	DISO	1510-1521	C0041296
25177072_ru	туберкулезом	DISO	2108-2120	C0041296
25177072_ru	туберкулеза	DISO	1115-1126	C0041296
25177072_ru	туберкулеза	DISO	523-534	C0041296
25177072_ru	туберкулеза легких	DISO	523-541	C0041327
25177072_ru	мокроты	ANATOMY	1161-1168	C0038056
25177072_ru	туберкулеза	DISO	260-271	C0041296
25177076_ru	туберкулеза	DISO	164-175	C0041296
25177076_ru	мокроты	ANATOMY	309-316	C0038056
25177076_ru	коинфекция	DISO	1102-1112	C0275524
25177076_ru	иммунодефицита	DISO	1123-1137	C0021051
25177076_ru	мокроты	ANATOMY	1301-1308	C0038056
25177076_ru	мазков	ANATOMY	1888-1894	C0444086
25177076_ru	мокроты	ANATOMY	666-673	C0038056
25177076_ru	туберкулеза	DISO	489-500	C0041296
25177076_ru	иммунодефицита человека	DISO	1123-1146	C0019693
25177076_ru	ТБ	DISO	177-179	C0041296
25177076_ru	туберкулезом	DISO	1019-1031	C0041296
